combination,indepent_prob,directe_cond_prob,inverse_cond_prob
1312,0.002415343,0.004132896025936461,0.002771561383627876,0.00279698329417657
1114,0.002387633,0.0007270991617617497,0.002079929344949119,0.002133119618395175
4221,0.002379963,0.003321981663902612,0.0028651741083003247,0.00284273709068495
2421,0.002354450,0.00292866149950947,0.002155350322641906,0.0021210309081404555
4132,0.002349695,0.001930931575568097,0.0020777166514721226,0.0020899748961259834
2343,0.002342539,0.0021946899672986918,0.0021511419152421643,0.0021941558678353415
4323,0.002325329,0.0021640116888632013,0.0023549015643937977,0.0023660756270567325
1133,0.002299405,0.001777357814282724,0.003934917701687568,0.003914084081946308
1342,0.002295954,0.002257285445494213,0.00220118365684666,0.0021929278096536687
3432,0.002292985,0.0017992324224810135,0.0020623972546497497,0.002103591843449797
1313,0.002281789,0.0016949702971284072,0.0019505149547720047,0.0019698227987204157
3123,0.002240276,0.004429415868121623,0.0020348717933265105,0.002051915404469471
4332,0.002195606,0.0019527508174531844,0.002163315891302633,0.0021809300392727745
3312,0.002175677,0.003811719265442681,0.0022387107443755916,0.0022576784964345067
4112,0.002153878,0.0018208499752098498,0.0016558090755977172,0.001674368459616616
3234,0.002131986,0.0019320300882468477,0.0021626446275955905,0.0021306962733073985
1143,0.002122843,0.0009154068330027712,0.0020381353124792516,0.002106765036537893
3321,0.002079548,0.0025596635228534864,0.0021001978906545027,0.002087817874226799
1423,0.002057771,0.002161890110875706,0.0020090082572203215,0.002016158498081086
4242,0.002051039,0.0027018874899009952,0.0024288875253568975,0.0023717710522676997
2412,0.002031236,0.0043612120733727685,0.0025745287169711556,0.002520681066952575
2121,0.002013370,0.006506022974639254,0.002716278577064812,0.0027142388930098825
3324,0.001997718,0.0019432912576237446,0.0020183206402138265,0.001999614558815543
2131,0.001978986,0.002407744674604965,0.0016137935483348522,0.001636205690533983
3313,0.001929490,0.001563250296008483,0.0015755158128944564,0.0015900082720253714
2143,0.001915218,0.002170167395943828,0.001737458299258968,0.0018020015141044317
2433,0.001882914,0.0018967388421204305,0.0018658235607313263,0.0018849827663698856
2424,0.001876691,0.0022234337590557457,0.0020713229274428053,0.002031424453239777
2413,0.001875727,0.0017886065551745106,0.0018118511802069667,0.001775232281266758
3133,0.001870682,0.0016392352916140625,0.0012047683757861923,0.001212864120216851
3231,0.001869669,0.002544830540733264,0.00202807346739287,0.002063077498940572
2331,0.001863758,0.0024349518341529575,0.0016701172281762143,0.0017068434527790445
4233,0.001860111,0.0021514714676965233,0.00183277471296315,0.0018252822124716298
3214,0.001824316,0.0018218858621408935,0.0017242384793919954,0.0017752677333001165
2334,0.001817249,0.001848610401248895,0.001780936494185914,0.001762786412930677
3112,0.001755463,0.003769128667652425,0.002813974875235133,0.002830042534147816
1333,0.001754495,0.0017974416953258812,0.001699876673674308,0.001708169977727958
3342,0.001735463,0.002081866653842101,0.0017779918323426193,0.0017700949342087005
3241,0.001698298,0.001310684459314395,0.0016001884288231348,0.0016207838522127591
3423,0.001691080,0.001993884707885373,0.0016955207689863337,0.001695893893068775
4211,0.001583133,0.0011593093793949754,0.0019119908427904324,0.0018897007357023686
2411,0.001570508,0.0010220480089783593,0.0014860250893852151,0.0014493328609272462
2314,0.001510870,0.001743221896558609,0.0012809122250618974,0.0013356357185222128
3333,0.001464410,0.0016577584085317486,0.0013730643657932653,0.0013788064573001932
3142,0.001456446,0.0020586047242161167,0.0013040274478940367,0.001333978613379057
2341,0.001408691,0.0012540927488569756,0.0012875821383280367,0.0013248104871354833
1421,0.001401330,0.001235350209948737,0.0009631756787106332,0.0009661759805962244
1243,0.001379388,0.0024869969004859297,0.0014660064393369125,0.0014760945967191002
2443,0.001369196,0.0009768926000978076,0.001385800315744616,0.0013969426912848707
1231,0.001354593,0.002759258826805748,0.0011121268254055336,0.0011344645080014265
1234,0.001347147,0.0020948235999687995,0.00118592109350953,0.0011716473572318182
1311,0.001331897,0.0009685422500805526,0.001599752889021035,0.0016082002014699587
4312,0.001326575,0.001841425311253992,0.0012034673426144075,0.0012261106732471638
3244,0.001306834,0.0009950689332985268,0.001141477072734494,0.0011307992740329197
3311,0.001242133,0.0008932746265231119,0.0012921900276693058,0.0012981125129992138
1442,0.001219437,0.0010047548769386923,0.0012941186867526694,0.0013002851303564942
4111,0.001213124,0.00042671533979596397,0.0009557375737741735,0.0009627228377433411
2114,0.001187580,0.0017237438454522213,0.001773086644506536,0.0018245436560076671
1343,0.001185343,0.0009257507951427415,0.001053344582605995,0.0010731824654658792
4321,0.001184316,0.0012365625249498976,0.0011290067646212683,0.0011338619663643253
3113,0.001171334,0.0015457831742279225,0.0019803638876344488,0.00199310532770059
3111,0.001165432,0.0008832935398572059,0.0016242340735738968,0.0016272084939016275
4313,0.001157892,0.0007551995470896788,0.0008469525745363382,0.0008635091825343707
4324,0.001143339,0.0009387957138840806,0.0010849918791538302,0.0010859600943252728
3442,0.001107557,0.00092667308769446,0.0010921832217645477,0.0010937362384547148
4432,0.001064276,0.0008692015053738737,0.0011194173644905536,0.0011287482158480254
4234,0.001055803,0.000933355491013279,0.0009402460260878403,0.0009213077490906348
1131,0.001045093,0.0010156202380419822,0.0018930696750047349,0.0019129289928008152
2141,0.001037897,0.001240080027526083,0.001039968705162724,0.0010880314104917198
1412,0.001014830,0.001839619994108027,0.0011504967050039478,0.0011482253711090037
1433,0.001003776,0.0008000708607750868,0.000833792936388588,0.0008586508879783877
4243,0.000997674,0.0011080895848395637,0.0011623089734634521,0.0011607053794421265
3124,0.000995705,0.001921577713005405,0.0009375421054793835,0.000941769663109639
1331,0.000995526,0.0010270965968718951,0.0008178023598309706,0.0008348333368972723
4123,0.000992267,0.002139831904090127,0.0011973664771211924,0.001213996748667137
1334,0.000940870,0.0007797696140980245,0.0008720669681641447,0.0008621955698092933
2344,0.000936977,0.0009521046236523594,0.0009184827634610744,0.0009243026052108949
1134,0.000917290,0.0007710567861874793,0.002018682768714532,0.001975626547308769
4342,0.000911500,0.0010057408964495908,0.0009557979346082521,0.0009613114953796893
3421,0.000902205,0.001139348332326678,0.0008128808637630659,0.0008126999671317377
1214,0.000898879,0.0019753985839451502,0.000945514004871511,0.0009762009602951603
3412,0.000897714,0.0016966589356784659,0.0009709721455717295,0.0009658310081195173
4423,0.000894955,0.0009632371938062946,0.0009202860343120504,0.0009099850867122957
3343,0.000885888,0.0008538085929816999,0.0008508322595847217,0.00086625507563004
1141,0.000882638,0.0005230830270463724,0.0012199411880961326,0.0012720447326694763
3134,0.000867531,0.0007111362076899047,0.0006180676051874603,0.000612190873780921
1424,0.000867522,0.0009378753268401559,0.0009256257999039355,0.0009253582800624227
2441,0.000862156,0.0005582173083438363,0.0008294811798324567,0.0008434607378951919
3143,0.000848602,0.0008442684836921126,0.0006240234628020376,0.0006528269881401094
2434,0.000831812,0.0008228468933435039,0.0009572006728106613,0.0009514414909063655
2431,0.000829375,0.0010838371085763819,0.0008976385961553918,0.0009212469914355566
4142,0.000826352,0.0009945031575137142,0.0007673204555072841,0.0007892360941909218
4333,0.000795955,0.0008008560129519333,0.0007381204238605851,0.000748808706070306
4231,0.000789625,0.0012293967745849155,0.0008817389570150482,0.0008920695598711708
3433,0.000769058,0.0007378955324782692,0.0007036871230370033,0.0007222551196181124
4133,0.000766000,0.0007919075742133364,0.0007089140802841067,0.0007175798258110849
4113,0.000756879,0.0007467612550955426,0.0011652927419464254,0.0011792023113181246
3331,0.000746410,0.0009472785817011035,0.0006605745557519728,0.0006738636146822304
4214,0.000741942,0.0008801452854037556,0.00074964159972899,0.0007676213357529057
1411,0.000739263,0.0004311140849430975,0.0006640698771860083,0.0006602028253064874
3413,0.000737384,0.0006958284172370101,0.0006833316778738184,0.0006802028254748827
3121,0.000736192,0.0025310628857161703,0.0009755753932729829,0.0009833112723531803
3131,0.000727317,0.0009366940768467381,0.0005796081774791429,0.0005927626722666031
3334,0.000700245,0.0007191719419050154,0.0007044064414292777,0.0006959499549862718
1144,0.000691602,0.00039712355330883244,0.0008702318247110184,0.0008874886421630153
3411,0.000683937,0.0003976112277852307,0.0005604478054186525,0.0005553303178741425
3443,0.000670415,0.0003800442471655166,0.0005226484742790325,0.0005352563580921453
3424,0.000667768,0.0008649908997141884,0.0007811903024321906,0.0007783661143467172
1241,0.000662138,0.0014211231772148984,0.0008774891570794373,0.0008912519071248761
1413,0.000655406,0.0007544591561095758,0.0008096739411157182,0.000808657140995044
4131,0.000653076,0.00045251291133764984,0.00034105509932117785,0.00035070254616513183
2144,0.000639406,0.0009414661945718509,0.0007418504045662211,0.0007591050018355834
4311,0.000612861,0.000431537160171627,0.0006946446755834724,0.0007049850586687402
4241,0.000604928,0.0006331860691656892,0.0006957087595410743,0.0007008228912545496
3314,0.000597906,0.0006781722507200179,0.0005066339115317825,0.0005273104054836765
4412,0.000594205,0.0008196486916149485,0.0005270192625301143,0.0005182469358874097
2414,0.000590727,0.00077593673660094,0.0005826315693114691,0.0005887381031484025
2444,0.000588093,0.0004237974270733581,0.0005917014096520245,0.0005884713058962233
1341,0.000583138,0.00052899378806842,0.0006304873055831832,0.0006479773865207489
1443,0.000581446,0.00041206690456726576,0.0006192817685612452,0.0006363379568910608
1431,0.000571687,0.000457177587732254,0.0004011337066677271,0.00041964815878233716
3341,0.000571562,0.0004878844763153737,0.0005092720347235871,0.0005230365925923092
4421,0.000559085,0.0005504143173665,0.0004412112904567409,0.0004360796704817563
1314,0.000558951,0.0007353152750024566,0.0006272212649023901,0.0006532721099627577
4442,0.000518620,0.0004476718142410976,0.0005928095864616071,0.0005868785009830986
1244,0.000507714,0.0010789137797336448,0.0006259473799069715,0.0006218145671807744
4334,0.000494455,0.00034742889618702823,0.0003786689058946774,0.00037795978001392317
4244,0.000471982,0.0004807135553844663,0.000496276303473049,0.000488954782943054
4343,0.000469125,0.0004124712877825399,0.00045738326893081073,0.0004704498872013474
4124,0.000454094,0.0009283059931379205,0.0005516718506159508,0.0005571893005521111
4134,0.000427294,0.0003435468672788747,0.000363685532166249,0.0003621970616892405
1344,0.000412875,0.00040161099086361045,0.0004497512861673715,0.0004520851791971247
3344,0.000408308,0.00037040088632316433,0.00036328368644019987,0.0003649156538600534
4413,0.000396111,0.0003361517390345445,0.0003708952502694849,0.0003649841712689084
4331,0.000390384,0.0004576262404651703,0.00035510612847451656,0.0003659650262779412
4143,0.000389678,0.00040786250169557847,0.0003671900990257384,0.0003862390424663551
1441,0.000387661,0.0002354638353306038,0.00037067575046618534,0.000384214818559512
3114,0.000380303,0.0006705946303467677,0.0006368196970395881,0.0006609935287837945
1434,0.000370580,0.0003470882799592307,0.000427750606484521,0.0004334024138584206
4424,0.000369893,0.0004178734124463611,0.0004240104507231468,0.0004176567643486323
4433,0.000364491,0.00035647418289314195,0.00038194367400367686,0.0003875486493230941
3431,0.000360705,0.00042164927642784965,0.00033854043573550895,0.00035298750093004785
3141,0.000344643,0.0004824330539907433,0.00037351392714183706,0.0003941707391217988
4114,0.000332835,0.0003239614042688794,0.0003747197045565056,0.0003910707006174159
3434,0.000326357,0.00032011525942760374,0.0003610040101300931,0.0003645569074074855
4121,0.000313794,0.0012227456791973478,0.0005740515327011364,0.0005817670089928248
4314,0.000263156,0.00032762212033495523,0.0002723520082803533,0.00028637421904796937
1414,0.000261652,0.0003273009224956384,0.00026036442953828365,0.0002681830858478471
4431,0.000259656,0.00020369696612376328,0.00018375123487491548,0.00018940652062903544
3414,0.000252674,0.0003018656225669508,0.00021973692552077254,0.0002255824916278042
4411,0.000250415,0.00019208428740290985,0.00030419697459440595,0.00029797990872544215
4443,0.000240053,0.00018359775402970952,0.00028368044823246365,0.00028720859566892467
3144,0.000232049,0.0003662621777583529,0.0002664421117536737,0.00027500766683689735
3441,0.000224656,0.00021716540455220346,0.0003128351669119539,0.00032318270862224555
1444,0.000211295,0.000178763657253833,0.0002644175291824768,0.00026806155386273773
4141,0.000202567,0.00023306134967968233,0.00021978438964275393,0.00023320746784749114
4341,0.000201719,0.00023569490854166833,0.0002737701884159992,0.00028405317660997717
4441,0.000196009,0.00010491168022173269,0.00016979906139567375,0.00017341382402018133
3444,0.000187594,0.0001648715264161604,0.00022315757578480325,0.00022548026486757895
4344,0.000175067,0.0001789390875582162,0.00019529099676398538,0.00019818011233193255
4434,0.000152504,0.00015464631579056455,0.00019594389814050608,0.00019561444873091103
4444,0.000124491,7.96487308496839e-05,0.00012112432015118699,0.00012098851184972943
4414,0.000114906,0.00014582999410048925,0.00011926767721066121,0.00012104336482587852
4144,0.000104933,0.00017693969511180992,0.0001567808123113714,0.00016270573955988634
