structure,probabilty
2222,0.09848240469331965
3222,0.03886494768988276
2223,0.03476342110789304
2322,0.03126215153830639
2232,0.031154318104277667
1222,0.021371423895682785
2212,0.0192601724599805
1122,0.018759168712075915
4222,0.016805106351037994
2221,0.016659197434014048
2122,0.016045477229891972
2224,0.015955402115509606
1322,0.015290615108737247
2242,0.01389921085473529
3223,0.013718984087431376
2213,0.013564302260205637
2422,0.012538672711569923
3322,0.012342330753325324
3232,0.012294693120129018
1132,0.011399898907898946
2211,0.011074150244292244
2323,0.011035264035735211
2233,0.010696640519448177
2332,0.010171753832222017
2132,0.00975079552603059
1112,0.009132947582090621
2112,0.007811780187034492
3212,0.007600805417843729
1223,0.007543924327137239
2243,0.006802043052876734
1232,0.00676072178031033
4322,0.0067029311273939796
1123,0.0066218212644450465
3221,0.006574360555518647
1113,0.0064320328277173095
3224,0.006296615832253223
4223,0.005932054468646517
3122,0.005812936610359599
2312,0.0057185217841691114
1422,0.005711639729520604
2123,0.005663912082131364
2113,0.005501578340868546
2432,0.0054900744413909
3242,0.00548516361356254
2234,0.0053991090980171665
1323,0.005397452404610116
3213,0.005352995790814706
4232,0.005316194610263904
2321,0.005288278208787885
1111,0.005251231987017187
2231,0.005227765512141361
2324,0.005064866159015618
1332,0.004975101366224006
3422,0.004804351912769814
2214,0.004498465731766993
2111,0.004491591528910583
2342,0.004483511030160306
2423,0.004426040986344029
3211,0.004370285954070691
3323,0.004356734005093314
1142,0.004304937683662574
3233,0.004221306085492382
1212,0.004179602551623315
2241,0.004107009033632796
2313,0.004027365701071131
3332,0.0040158192562292794
1133,0.003914084081946308
2142,0.0036821876619109414
1221,0.0036151713723165803
3132,0.003532506729547452
2333,0.003492408141671346
1224,0.003462442485015397
4122,0.0034391701187161277
2133,0.0033478747367053346
2311,0.0032880167373751028
4212,0.003286569286536327
1121,0.003173284570433021
1124,0.003039223921125078
1242,0.0030162334877691386
1213,0.0029435557991780714
2244,0.0028654054193211244
2442,0.002854495460733401
4221,0.00284273709068495
3112,0.002830042534147816
1312,0.00279698329417657
4224,0.0027226409657613057
2121,0.0027142388930098825
3243,0.002684348013816493
2124,0.0025995713867407793
1321,0.002586547076883583
4422,0.00257792578286083
2412,0.002520681066952575
1432,0.0025008490147876076
1324,0.0024772741223482585
