structure,probabilty
1211,0.002403174048118086
4242,0.0023717710522676997
4323,0.0023660756270567325
1233,0.0023212515932439478
4213,0.0023146220156811752
3312,0.0022576784964345067
2343,0.0021941558678353415
1342,0.0021929278096536687
4332,0.0021809300392727745
1114,0.002133119618395175
3234,0.0021306962733073985
2421,0.0021210309081404555
1143,0.002106765036537893
3432,0.002103591843449797
4132,0.0020899748961259834
3321,0.002087817874226799
3231,0.002063077498940572
3123,0.002051915404469471
2424,0.002031424453239777
1423,0.002016158498081086
3324,0.001999614558815543
3113,0.00199310532770059
1134,0.001975626547308769
1313,0.0019698227987204157
1131,0.0019129289928008152
4211,0.0018897007357023686
2433,0.0018849827663698856
4233,0.0018252822124716298
2114,0.0018245436560076671
2143,0.0018020015141044317
3214,0.0017752677333001165
2413,0.001775232281266758
3342,0.0017700949342087005
2334,0.001762786412930677
1333,0.001708169977727958
2331,0.0017068434527790445
3423,0.001695893893068775
2134,0.0016898334497736382
4112,0.001674368459616616
2131,0.001636205690533983
3111,0.0016272084939016275
3241,0.0016207838522127591
1311,0.0016082002014699587
3313,0.0015900082720253714
1243,0.0014760945967191002
2411,0.0014493328609272462
2443,0.0013969426912848707
3333,0.0013788064573001932
2314,0.0013356357185222128
3142,0.001333978613379057
2341,0.0013248104871354833
1442,0.0013002851303564942
3311,0.0012981125129992138
1141,0.0012720447326694763
4312,0.0012261106732471638
4123,0.001213996748667137
3133,0.001212864120216851
4113,0.0011792023113181246
1234,0.0011716473572318182
4243,0.0011607053794421265
1412,0.0011482253711090037
1231,0.0011344645080014265
4321,0.0011338619663643253
3244,0.0011307992740329197
4432,0.0011287482158480254
3442,0.0010937362384547148
2141,0.0010880314104917198
4324,0.0010859600943252728
1343,0.0010731824654658792
3121,0.0009833112723531803
1214,0.0009762009602951603
1421,0.0009661759805962244
3412,0.0009658310081195173
4111,0.0009627228377433411
4342,0.0009613114953796893
2434,0.0009514414909063655
3124,0.000941769663109639
1424,0.0009253582800624227
2344,0.0009243026052108949
4234,0.0009213077490906348
2431,0.0009212469914355566
4423,0.0009099850867122957
4231,0.0008920695598711708
1241,0.0008912519071248761
1144,0.0008874886421630153
3343,0.00086625507563004
4313,0.0008635091825343707
1334,0.0008621955698092933
1433,0.0008586508879783877
2441,0.0008434607378951919
1331,0.0008348333368972723
3421,0.0008126999671317377
1413,0.000808657140995044
4142,0.0007892360941909218
3424,0.0007783661143467172
4214,0.0007676213357529057
2144,0.0007591050018355834
4333,0.000748808706070306
3433,0.0007222551196181124
4133,0.0007175798258110849
4311,0.0007049850586687402
4241,0.0007008228912545496
3334,0.0006959499549862718
3413,0.0006802028254748827
3331,0.0006738636146822304
3114,0.0006609935287837945
1411,0.0006602028253064874
1314,0.0006532721099627577
3143,0.0006528269881401094
1341,0.0006479773865207489
1443,0.0006363379568910608
1244,0.0006218145671807744
3134,0.000612190873780921
3131,0.0005927626722666031
2414,0.0005887381031484025
2444,0.0005884713058962233
4442,0.0005868785009830986
4121,0.0005817670089928248
4124,0.0005571893005521111
3411,0.0005553303178741425
3443,0.0005352563580921453
3314,0.0005273104054836765
3341,0.0005230365925923092
4412,0.0005182469358874097
4244,0.000488954782943054
4343,0.0004704498872013474
1344,0.0004520851791971247
4421,0.0004360796704817563
1434,0.0004334024138584206
1431,0.00041964815878233716
4424,0.0004176567643486323
3141,0.0003941707391217988
4114,0.0003910707006174159
4433,0.0003875486493230941
4143,0.0003862390424663551
1441,0.000384214818559512
4334,0.00037795978001392317
4331,0.0003659650262779412
4413,0.0003649841712689084
3344,0.0003649156538600534
3434,0.0003645569074074855
4134,0.0003621970616892405
3431,0.00035298750093004785
4131,0.00035070254616513183
3441,0.00032318270862224555
4411,0.00029797990872544215
4443,0.00028720859566892467
4314,0.00028637421904796937
4341,0.00028405317660997717
3144,0.00027500766683689735
1414,0.0002681830858478471
1444,0.00026806155386273773
4141,0.00023320746784749114
3414,0.0002255824916278042
3444,0.00022548026486757895
4344,0.00019818011233193255
4434,0.00019561444873091103
4431,0.00018940652062903544
4441,0.00017341382402018133
4144,0.00016270573955988634
4414,0.00012104336482587852
4444,0.00012098851184972943
