structure,probabilty
2222,0.07542452709703291
1222,0.03181511601808883
2223,0.030932869421862616
3222,0.029342690911505567
2322,0.02807575510838016
2232,0.02791305904703609
2122,0.027762048061714995
2212,0.026321747242065492
2221,0.017675702637418578
2242,0.014376286404647465
4222,0.014175328764269229
2224,0.0134193569197566
1223,0.013047915145200371
2422,0.012496980355404365
3223,0.012033931950066974
1322,0.011842744534804033
1232,0.011774117070150676
1122,0.011710418533309792
2323,0.011514340230074574
2233,0.011447615833983458
2123,0.011385683684456093
1212,0.01110287958753495
3322,0.010922417891894616
3232,0.01085912362377946
3122,0.010800375245273641
2213,0.010794992050087564
2332,0.010390256860638235
2132,0.010274160364524033
3212,0.010240049534299103
2312,0.009797912668941122
2112,0.009688434785443723
1221,0.0074558575539657975
3221,0.0068764458869754064
2321,0.006579540074255705
2231,0.00654141232839795
2121,0.006506022974639254
2211,0.006168489151406886
1242,0.006064117833774594
2243,0.005895957286601969
4223,0.005813541172263611
1224,0.005660471649241465
3242,0.005592861429335295
2342,0.005351377224355117
2142,0.005291583115945097
4322,0.0052765734739629025
1422,0.005271400367833498
4232,0.00524599628313429
3224,0.0052205835088766665
4122,0.0052176151921771155
2423,0.005125222210594575
2324,0.004995173229344041
2234,0.004966226723470614
4212,0.004946924232302588
2124,0.004939359199220567
3422,0.004861747842635296
1323,0.0048569090770736985
1233,0.004828763797486532
1123,0.004802639954244825
2214,0.004683104218054699
2432,0.004624874215270679
1213,0.004553477995905036
3323,0.004479467613848428
3233,0.004453509568022834
3123,0.004429415868121623
1332,0.004382755055973734
2412,0.0043612120733727685
1132,0.004333783936958097
2333,0.004261219408326633
2133,0.004213606279111832
3213,0.004199616852888957
1312,0.004132896025936461
1112,0.0040867167299044995
3332,0.004042161181344037
2313,0.00401828907465688
3132,0.003996995719490954
2113,0.003973390349995999
3312,0.003811719265442681
3112,0.003769128667652425
2241,0.003369075992906138
4221,0.003321981663902612
2421,0.00292866149950947
1321,0.0027753416410395337
1231,0.002759258826805748
1121,0.0027443311044987903
4242,0.0027018874899009952
1211,0.0026019546367968232
3321,0.0025596635228534864
2244,0.002557795532432286
3231,0.002544830540733264
3121,0.0025310628857161703
4224,0.002522041615161869
1243,0.0024869969004859297
2331,0.0024349518341529575
2131,0.002407744674604965
3211,0.0023997508175006878
2442,0.0023819860156552943
4422,0.0023486896360725047
2311,0.0022961362499601583
3243,0.0022937267086293243
2111,0.00227048015918236
1342,0.002257285445494213
1142,0.002232063457773751
2424,0.0022234337590557457
2343,0.0021946899672986918
2143,0.002170167395943828
4323,0.0021640116888632013
1423,0.002161890110875706
4233,0.0021514714676965233
4123,0.002139831904090127
1324,0.002107033639303837
1234,0.0020948235999687995
1124,0.002083490504037891
3342,0.002081866653842101
3142,0.0020586047242161167
4213,0.002028816980460506
3423,0.001993884707885373
1214,0.0019753985839451502
4332,0.0019527508174531844
1432,0.001950836357762096
3324,0.0019432912576237446
3234,0.0019320300882468477
4132,0.001930931575568097
3124,0.001921577713005405
2433,0.0018967388421204305
2334,0.001848610401248895
4312,0.001841425311253992
1412,0.001839619994108027
2134,0.0018279547819370853
3214,0.0018218858621408935
4112,0.0018208499752098498
3432,0.0017992324224810135
1333,0.0017974416953258812
2413,0.0017886065551745106
1133,0.001777357814282724
2314,0.001743221896558609
2114,0.0017237438454522213
3412,0.0016966589356784659
1313,0.0016949702971284072
1113,0.0016760313897314473
3333,0.0016577584085317486
3133,0.0016392352916140625
3313,0.001563250296008483
3113,0.0015457831742279225
1241,0.0014211231772148984
3241,0.001310684459314395
2341,0.0012540927488569756
2141,0.001240080027526083
4321,0.0012365625249498976
1421,0.001235350209948737
4231,0.0012293967745849155
4121,0.0012227456791973478
4211,0.0011593093793949754
3421,0.001139348332326678
4243,0.0011080895848395637
2431,0.0010838371085763819
1244,0.0010789137797336448
1331,0.0010270965968718951
2411,0.0010220480089783593
1131,0.0010156202380419822
4342,0.0010057408964495908
1442,0.0010047548769386923
3244,0.0009950689332985268
4142,0.0009945031575137142
2443,0.0009768926000978076
1311,0.0009685422500805526
4423,0.0009632371938062946
1111,0.0009577201536606946
2344,0.0009521046236523594
3331,0.0009472785817011035
2144,0.0009414661945718509
4324,0.0009387957138840806
1424,0.0009378753268401559
3131,0.0009366940768467381
4234,0.000933355491013279
4124,0.0009283059931379205
3442,0.00092667308769446
1343,0.0009257507951427415
1143,0.0009154068330027712
3311,0.0008932746265231119
3111,0.0008832935398572059
4214,0.0008801452854037556
4432,0.0008692015053738737
3424,0.0008649908997141884
3343,0.0008538085929816999
3143,0.0008442684836921126
2434,0.0008228468933435039
4412,0.0008196486916149485
4333,0.0008008560129519333
1433,0.0008000708607750868
4133,0.0007919075742133364
1334,0.0007797696140980245
2414,0.00077593673660094
1134,0.0007710567861874793
4313,0.0007551995470896788
1413,0.0007544591561095758
4113,0.0007467612550955426
3433,0.0007378955324782692
1314,0.0007353152750024566
1114,0.0007270991617617497
3334,0.0007191719419050154
3134,0.0007111362076899047
3413,0.0006958284172370101
3314,0.0006781722507200179
3114,0.0006705946303467677
4241,0.0006331860691656892
2441,0.0005582173083438363
4421,0.0005504143173665
1341,0.00052899378806842
1141,0.0005230830270463724
3341,0.0004878844763153737
3141,0.0004824330539907433
4244,0.0004807135553844663
4331,0.0004576262404651703
1431,0.000457177587732254
4131,0.00045251291133764984
4442,0.0004476718142410976
4311,0.000431537160171627
1411,0.0004311140849430975
4111,0.00042671533979596397
2444,0.0004237974270733581
3431,0.00042164927642784965
4424,0.0004178734124463611
4343,0.0004124712877825399
1443,0.00041206690456726576
4143,0.00040786250169557847
1344,0.00040161099086361045
3411,0.0003976112277852307
1144,0.00039712355330883244
3443,0.0003800442471655166
3344,0.00037040088632316433
3144,0.0003662621777583529
4433,0.00035647418289314195
4334,0.00034742889618702823
1434,0.0003470882799592307
4134,0.0003435468672788747
4413,0.0003361517390345445
4314,0.00032762212033495523
1414,0.0003273009224956384
4114,0.0003239614042688794
3434,0.00032011525942760374
3414,0.0003018656225669508
4341,0.00023569490854166833
1441,0.0002354638353306038
4141,0.00023306134967968233
3441,0.00021716540455220346
4431,0.00020369696612376328
4411,0.00019208428740290985
4443,0.00018359775402970952
4344,0.0001789390875582162
1444,0.000178763657253833
4144,0.00017693969511180992
3444,0.0001648715264161604
4434,0.00015464631579056455
4414,0.00014582999410048925
4441,0.00010491168022173269
4444,7.96487308496839e-05
