            2222         0.095363604         0.073854504         0.096319753         0.096319753         0.095432509         0.095432509
            3222         0.039124458         0.029420252         0.038930221         0.038930221         0.038973743         0.038973743
            2223         0.035488522         0.031068498         0.035020303         0.035020303         0.035313599         0.035313599
            2322         0.031863886         0.028225520         0.031485219         0.031485219         0.031541930         0.031541930
            2232         0.031827051         0.028041229         0.031329210         0.031329210         0.031638810         0.031638810
            1222         0.021416114         0.031183867         0.020890240         0.020890240         0.021472412         0.021472412
            1122         0.018313995         0.011488758         0.018421268         0.018421268         0.018960163         0.018960163
            2212         0.017709830         0.025811241         0.018885561         0.018885561         0.017595951         0.017595951
            4222         0.016299389         0.013811540         0.016351237         0.016351237         0.016324902         0.016324902
            2122         0.016023546         0.027209472         0.015723257         0.015723257         0.015698378         0.015698378
            2221         0.015898675         0.017313237         0.016326519         0.016326519         0.015786250         0.015786250
            2213         0.015780488         0.010858058         0.013518477         0.013518477         0.015638708         0.015638708
            2224         0.015301082         0.013151105         0.015618942         0.015618942         0.015519525         0.015519525
            1322         0.015166635         0.011917768         0.015247939         0.015247939         0.015693373         0.015693373
            1112         0.014941211         0.004015180         0.009011110         0.009011110         0.014496188         0.014496188
            3223         0.014396189         0.012376267         0.014154398         0.014154398         0.014421743         0.014421743
            2242         0.013523266         0.014062268         0.013594671         0.013594671         0.013715955         0.013715955
            2132         0.013164525         0.010330948         0.009789974         0.009789974         0.013215886         0.013215886
            3322         0.013112404         0.011243755         0.012726127         0.012726127         0.012826481         0.012826481
            3232         0.012764355         0.011170341         0.012662543         0.012662543         0.012495359         0.012495359
            2422         0.012226324         0.012262861         0.012307081         0.012307081         0.012080692         0.012080692
            2233         0.010946378         0.011796151         0.011051968         0.011051968         0.011039275         0.011039275
            2323         0.010889039         0.011873677         0.011447516         0.011447516         0.010833720         0.010833720
            2332         0.010615468         0.010716723         0.010506176         0.010506176         0.010463914         0.010463914
            2211         0.009385553         0.006050763         0.010893919         0.010893919         0.009777564         0.009777564
            1111         0.008683339         0.000941253         0.005197955         0.005197955         0.008505090         0.008505090
            1223         0.007717398         0.013118170         0.007595353         0.007595353         0.007945596         0.007945596
            1123         0.007195327         0.004832995         0.006697675         0.006697675         0.007016818         0.007016818
            3212         0.007189086         0.010282017         0.007633108         0.007633108         0.007136236         0.007136236
            2243         0.006808215         0.005915598         0.006859995         0.006859995         0.006904987         0.006904987
            4322         0.006639113         0.005278458         0.006734359         0.006734359         0.006720254         0.006720254
            3221         0.006458519         0.006896801         0.006598802         0.006598802         0.006446957         0.006446957
            1232         0.006436091         0.011839954         0.006794813         0.006794813         0.006849059         0.006849059
            1132         0.006341966         0.004362075         0.011469872         0.011469872         0.006192716         0.006192716
            3213         0.006340251         0.004325353         0.005463856         0.005463856         0.006342454         0.006342454
            3122         0.006214403         0.010839007         0.005830917         0.005830917         0.006023817         0.006023817
            3224         0.006201305         0.005238798         0.006312816         0.006312816         0.006338029         0.006338029
            4223         0.006119653         0.005810124         0.005945045         0.005945045         0.006040825         0.006040825
            2112         0.005904752         0.009509376         0.007691327         0.007691327         0.006122604         0.006122604
            2123         0.005640412         0.011446254         0.005716722         0.005716722         0.005809689         0.005809689
            2432         0.005630707         0.004655988         0.005537353         0.005537353         0.005507757         0.005507757
            2234         0.005604435         0.004993239         0.005522316         0.005522316         0.005700681         0.005700681
            1422         0.005484680         0.005177794         0.005678217         0.005678217         0.005694243         0.005694243
            2312         0.005402582         0.009864472         0.005780962         0.005780962         0.005451055         0.005451055
            3242         0.005381823         0.005601763         0.005494652         0.005494652         0.005420159         0.005420159
            1323         0.005360515         0.005013468         0.005543904         0.005543904         0.005390209         0.005390209
            1113         0.005279890         0.001689072         0.006450244         0.006450244         0.005779628         0.005779628
            4232         0.005246060         0.005243994         0.005318445         0.005318445         0.005290330         0.005290330
            2321         0.005220288         0.006616727         0.005336849         0.005336849         0.005504943         0.005504943
            2231         0.005157158         0.006573525         0.005266915         0.005266915         0.005156257         0.005156257
            2324         0.005026948         0.005026055         0.005105555         0.005105555         0.005119568         0.005119568
            2133         0.004928422         0.004345937         0.003453598         0.003453598         0.004877476         0.004877476
            3132         0.004872440         0.004115376         0.003630579         0.003630579         0.004869472         0.004869472
            1332         0.004806578         0.004524963         0.005088023         0.005088023         0.004974181         0.004974181
            2313         0.004707694         0.004149704         0.004138071         0.004138071         0.004852357         0.004852357
            2241         0.004691502         0.003296527         0.004000640         0.004000640         0.004425652         0.004425652
            3422         0.004681600         0.004884962         0.004805982         0.004805982         0.004609723         0.004609723
            2214         0.004671596         0.004596150         0.004336860         0.004336860         0.004535244         0.004535244
            2342         0.004519614         0.005374280         0.004518315         0.004518315         0.004575214         0.004575214
            3233         0.004376989         0.004699046         0.004466951         0.004466951         0.004359826         0.004359826
            3323         0.004362770         0.004729929         0.004627014         0.004627014         0.004405517         0.004405517
            2423         0.004357828         0.005158638         0.004474655         0.004474655         0.004367954         0.004367954
            3332         0.004325891         0.004269052         0.004246530         0.004246530         0.004236312         0.004236312
            1142         0.004101909         0.002187517         0.004157130         0.004157130         0.004052820         0.004052820
            3211         0.003929757         0.002410347         0.004403071         0.004403071         0.003965401         0.003965401
            2142         0.003797811         0.005180820         0.003548270         0.003548270         0.003840456         0.003840456
            1221         0.003748404         0.007310234         0.003540965         0.003540965         0.003551922         0.003551922
            1121         0.003667079         0.002693236         0.003122466         0.003122466         0.002939096         0.002939096
            1224         0.003579922         0.005552841         0.003387503         0.003387503         0.003491909         0.003491909
            2333         0.003579190         0.004508222         0.003706251         0.003706251         0.003621270         0.003621270
            2111         0.003462342         0.002229222         0.004436654         0.004436654         0.003592206         0.003592206
            4212         0.003445003         0.004826964         0.003206012         0.003206012         0.003205017         0.003205017
            2442         0.003256597         0.002334910         0.002849430         0.002849430         0.003156783         0.003156783
            1212         0.003225172         0.010898378         0.004095981         0.004095981         0.003631887         0.003631887
            2244         0.003187708         0.002504036         0.002799015         0.002799015         0.003164097         0.003164097
            1321         0.003171168         0.002793806         0.002584576         0.002584576         0.002738929         0.002738929
            2311         0.003140391         0.002312465         0.003334681         0.003334681         0.003046804         0.003046804
            1213         0.003046378         0.004584639         0.002931945         0.002931945         0.003227903         0.003227903
            4224         0.002921958         0.002459390         0.002651471         0.002651471         0.002654805         0.002654805
            4213         0.002890463         0.002030567         0.002294896         0.002294896         0.002848515         0.002848515
            1124         0.002886182         0.002045777         0.002987141         0.002987141         0.003146505         0.003146505
            2124         0.002869414         0.004845129         0.002549639         0.002549639         0.002605201         0.002605201
            4122         0.002866208         0.005088447         0.003335283         0.003335283         0.002735794         0.002735794
            1242         0.002773990         0.005937565         0.002948470         0.002948470         0.002588138         0.002588138
            3243         0.002761115         0.002356503         0.002772652         0.002772652         0.002728656         0.002728656
